region,prefecture,commune,nom,categorie,statut,en_service,lon,lat
Maritime,Avé,Avé 1,COOPEC AD Kévé,Micro-Finance,Utilisé,True,0.92525,6.43454
Maritime,Avé,Avé 2,FECECAV D Assiame,Micro-Finance,Utilisé,True,1.05783,6.24217
Maritime,Avé,Avé 1,FECECAV Solidarite,Micro-Finance,Utilisé,True,0.89424,6.56652
Maritime,Avé,Avé 2,FUCEC Togo Akepe,Micro-Finance,Utilisé,True,1.05744,6.24133
Maritime,Avé,Avé 2,COOPAD Transformation,Micro-Finance,Utilisé,True,0.98517,6.3753
Maritime,Zio,Zio 1,Mutuelle Akwaba Gbatope,Micro-Finance,Utilisé,True,1.25902,6.44441
Maritime,Vo,Vo 3,Microfinance Tso Nakle,Micro-Finance,Utilisé,True,1.5689,6.47332
Maritime,Zio,Zio 1,SUNU Bank Tsevie,Banque,Utilisé,True,1.2117,6.41716
Savanes,Cinkassé,Cinkassé 1,2A.D.A.D,Micro-Finance,Utilisé,True,0.0243,11.09988
Maritime,Avé,Avé 1,COECEPT Assahoun,Micro-Finance,Utilisé,True,0.90877,6.45986
Maritime,Avé,Avé 1,FUCEC Togo Dzolo,Micro-Finance,Utilisé,True,0.89136,6.37567
Maritime,Avé,Avé 1,CECAV la Grace,Micro-Finance,Utilisé,True,0.90901,6.45912
Maritime,Avé,Avé 2,COOPEC la Lumière,Micro-Finance,Néant,True,1.04309,6.25683
Maritime,Avé,Avé 1,ORABANK Assahoun,Banque,Utilisé,True,0.91019,6.45489
Maritime,Avé,Avé 1,FUCEC Togo Assahoun,Micro-Finance,Utilisé,True,0.91453,6.45034
Maritime,Zio,Zio 2,Mutuelle Benit,Micro-Finance,Utilisé,True,1.13556,6.2968
Maritime,Zio,Zio 1,SPT Tsevie,Banque,Utilisé,True,1.20992,6.42408
Maritime,Zio,Zio 1,COOPEC Fidélité,Micro-Finance,Autre,True,1.20671,6.43365
Maritime,Zio,Zio 2,Mutuelle Dignité Humaine,Micro-Finance,Autre,True,1.11282,6.34269
Maritime,Zio,Zio 4,Mutuelle Akwaba Avérétoe,Micro-Finance,Utilisé,True,1.10328,6.6028
Maritime,Zio,Zio 4,FUSECAB,Micro-Finance,Utilisé,True,1.10144,6.60339
Maritime,Zio,Zio 4,COOPEC Gape Centre,Micro-Finance,Utilisé,True,1.10373,6.60197
Maritime,Zio,Zio 2,Centre d'assistance Juridique et Economique Aux Femmes,Micro-Finance,Néant,True,1.12529,6.28914
Maritime,Zio,Zio 3,CECAv Prosperite,Micro-Finance,Utilisé,True,1.1682,6.67126
Maritime,Zio,Zio 3,FUCEC Togo Agbelouvé,Micro-Finance,Utilisé,True,1.16765,6.67201
Maritime,Zio,Zio 3,SPEC OIC Togo Agbelouvé,Micro-Finance,Inacheve,False,1.16866,6.66879
Maritime,Zio,Zio 1,COOPEC Tsevie Guichet Djagblé,Micro-Finance,Utilisé,True,1.28408,6.25486
Maritime,Zio,Zio 3,Caisse Communautaire,Micro-Finance,Sans Local,True,1.18621,6.62007
Maritime,Yoto,Yoto 3,ECOBANK Assou kondji,Banque,Utilisé,True,1.56732,6.62578
Maritime,Vo,Vo 2,Mutuelle ASJD Bdougbé,Micro-Finance,Utilisé,True,1.51331,6.23752
Maritime,Bas-Mono,Bas-Mono 2,FUCEC Togo AttiTogon,Micro-Finance,Utilisé,True,1.66312,6.41678
Maritime,Vo,Vo 1,COOPEC-AD Novissikome,Micro-Finance,Utilisé,True,1.52385,6.34078
Maritime,Vo,Vo 1,ORABANK Novissikomé,Banque,Utilisé,True,1.52669,6.33727
Maritime,Vo,Vo 1,SPT Commandant condji,Banque,Utilisé,True,1.52951,6.33506
Maritime,Vo,Vo 1,COOPEC CECEAO,Micro-Finance,Utilisé,True,1.52427,6.33926
Maritime,Vo,Vo 3,FESEC-Togo,Micro-Finance,Utilisé,True,1.56875,6.47417
Maritime,Lacs,Lacs 2,SPT Aklakou,Banque,Utilisé,True,1.70977,6.33518
Maritime,Vo,Vo 1,Mutuelle Kekeli,Micro-Finance,Utilisé,True,1.52994,6.33354
Maritime,Vo,Vo 1,SUNU Bank Vogan,Banque,Utilisé,True,1.52904,6.33552
Savanes,Cinkassé,Cinkassé 1,COOPEC AD Boadé,Micro-Finance,Utilisé,True,0.01774,11.09978
Maritime,Vo,Vo 1,UTB Novissikomé,Banque,Utilisé,True,1.52352,6.34053
Maritime,Vo,Vo 1,FECECAV-MECA,Micro-Finance,Utilisé,True,1.52394,6.34049
Maritime,Vo,Vo 4,Coopérative d'épargne et de Credit du Personnel de la SNPT,Micro-Finance,Utilisé,True,1.40938,6.36701
Maritime,Vo,Vo 4,FUCEC Togo - COOPEC CECEAO,Micro-Finance,Utilisé,True,1.41459,6.3631
Maritime,Vo,Vo 4,UMECTO Kekeli,Micro-Finance,Utilisé,True,1.41645,6.36552
Maritime,Lacs,Lacs 2,Mutuelle Kekeli,Micro-Finance,Utilisé,True,1.7084,6.33376
Maritime,Lacs,Lacs 4,MECA Anfoin,Micro-Finance,Utilisé,True,1.6068,6.32886
Maritime,Lacs,Lacs 4,SPT Anfoin,Banque,Utilisé,True,1.60688,6.3287
Maritime,Lacs,Lacs 4,COOPEC-nyameneko,Micro-Finance,Utilisé,True,1.60757,6.33015
Maritime,Lacs,Lacs 1,FUCEC Togo Aného,Micro-Finance,Utilisé,True,1.6104,6.23774
Maritime,Lacs,Lacs 1,SPT Aneho,Banque,Utilisé,True,1.59739,6.22813
Maritime,Lacs,Lacs 3,COCPAV Dague,Micro-Finance,Utilisé,True,1.40561,6.20032
Maritime,Lacs,Lacs 3,COOPEC Kekeli,Micro-Finance,Utilisé,True,1.39254,6.18337
Maritime,Lacs,Lacs 3,COOPEC Nyameneko /fusec,Micro-Finance,Utilisé,True,1.39683,6.19223
Maritime,Lacs,Lacs 1,UTB Aneho,Banque,Néant,True,1.60323,6.23272
Plateaux,Moyen-Mono,Moyen-Mono 2,OIC Kpékplémé,Banque,Néant,True,1.62571,7.33179
Maritime,Lacs,Lacs 3,WAGES Agbodrafo,Micro-Finance,Utilisé,True,1.48168,6.20972
Savanes,Tandjoaré,Tandjoaré 1,COOPEC Nataan de Bombouaka,Micro-Finance,Néant,True,0.20876,10.69407
Maritime,Lacs,Lacs 3,FUCEC Togo Kpémé,Micro-Finance,Utilisé,True,1.5046,6.2139
Maritime,Lacs,Lacs 3,SPT Agbodrafo,Banque,Néant,True,1.47783,6.2079
Maritime,Lacs,Lacs 1,MECA Amadoté,Micro-Finance,Utilisé,True,1.6145,6.23858
Plateaux,Ogou,Ogou 1,COOPEC AD Agbonou,Micro-Finance,Utilisé,True,1.15115,7.51371
Maritime,Lacs,Lacs 1,ECOBANK Carrefour,Banque,Utilisé,True,1.61226,6.23636
Maritime,Lacs,Lacs 1,SUNU Bank Gériko,Banque,Utilisé,True,1.61619,6.23843
Maritime,Lacs,Lacs 1,ORABANK Gériko,Banque,Utilisé,True,1.62349,6.24015
Maritime,Lacs,Lacs 1,BTCI Gériko ,Banque,Utilisé,True,1.62364,6.24038
Maritime,Lacs,Lacs 1,WAGES le Sang kongni,Micro-Finance,Utilisé,True,1.62038,6.23948
Maritime,Lacs,Lacs 1,NSIA Assurance banque Aneho,Banque,Néant,True,1.62149,6.23995
Maritime,Zio,Zio 1,ORABANK Tsevie,Banque,Utilisé,True,1.21197,6.43402
Maritime,Zio,Zio 3,SPT Agbélouvé,Banque,Utilisé,True,1.16784,6.67175
Maritime,Zio,Zio 1,Division des Operations Douanieres de la Region Maritime,Micro-Finance,Utilisé,True,1.21621,6.43216
Plateaux,Amou,Amou 3,COMEC Temedja,Micro-Finance,Utilisé,True,1.05895,7.51883
Plateaux,Ogou,Ogou 1,BOA Gnagna,Banque,Utilisé,True,1.14123,7.51905
Plateaux,Ogou,Ogou 1,Microfinance Millenium Kpotame,Micro-Finance,Utilisé,True,1.15288,7.50914
Plateaux,Ogou,Ogou 1,CECAV Agbonou,Micro-Finance,Utilisé,True,1.15023,7.51646
Plateaux,Ogou,Ogou 2,COOPEC Ilema de Akpare,Micro-Finance,En construction,False,1.31467,7.47477
Plateaux,Est-Mono,Est-Mono 3,COOPEC Nyamassila,Micro-Finance,Utilisé,True,1.19196,7.98759
Plateaux,Est-Mono,Est-Mono 1,COOPEC Elavagnon,Micro-Finance,Utilisé,True,1.28472,7.95583
Plateaux,Wawa,Wawa 1,COOPEC-AD Badou,Micro-Finance,Utilisé,True,0.6088,7.58543
Plateaux,Wawa,Wawa 1,MGPCC dekawowo,Micro-Finance,Utilisé,True,0.6096,7.59274
Plateaux,Wawa,Wawa 1,FUCEC Togo  COOPEC Novissi,Micro-Finance,Utilisé,True,0.61277,7.58479
Plateaux,Wawa,Wawa 1,ORABANK Badou,Banque,Utilisé,True,0.60652,7.58498
Plateaux,Est-Mono,Est-Mono 2,COOPEC Katchere,Micro-Finance,Utilisé,True,1.35048,8.10741
Plateaux,Ogou,Ogou 2,Assciation Oressan,Micro-Finance,Utilisé,True,1.16003,7.43261
Savanes,Cinkassé,Cinkassé 1,BSIC Cinkanssé,Banque,Utilisé,True,0.01385,11.10714
Plateaux,Moyen-Mono,Moyen-Mono 1,FUCEC Togo Tado,Micro-Finance,Utilisé,True,1.59169,7.14602
Plateaux,Ogou,Ogou 4,SPEC OIC Togo Atchankoe,Micro-Finance,Utilisé,True,1.4855,7.4313
Plateaux,Ogou,Ogou 4,Association Villageoise pour l'Epargne et le Credit,Micro-Finance,Utilisé,True,1.4851,7.43069
Plateaux,Ogou,Ogou 3,SPEC OIC-Togo Akpaka,Micro-Finance,Utilisé,True,1.16369,7.31455
Plateaux,Haho,Haho 1,FECECAV Kpele,Micro-Finance,Utilisé,True,1.18412,6.85776
Plateaux,Ogou,Ogou 3,COOPEC Ilema de Kpota,Micro-Finance,Utilisé,True,1.16659,7.31842
Plateaux,Ogou,Ogou 3,COOPEC Novissi de l'Affaire sociale,Micro-Finance,Utilisé,True,1.16516,7.31563
Plateaux,Danyi,Danyi 1,FECECAV Danyi Microfinance,Micro-Finance,Utilisé,True,0.69308,7.20205
Plateaux,Danyi,Danyi 1,FUCEC Togo Apéyémé,Micro-Finance,Utilisé,True,0.69106,7.19837
Savanes,Cinkassé,Cinkassé 1,UTB Boadé,Banque,Utilisé,True,0.01602,11.10266
Plateaux,Moyen-Mono,Moyen-Mono 1,SPEC OIC Togo Kpohizouhoe,Micro-Finance,Utilisé,True,1.61514,7.02382
Plateaux,Moyen-Mono,Moyen-Mono 2,COOPEC ADMEGNONTCHIHOE,Micro-Finance,Utilisé,True,1.62768,7.32593
Plateaux,Moyen-Mono,Moyen-Mono 2,FUCEC Togo Kpékplémé,Micro-Finance,Utilisé,True,1.62395,7.32848
Savanes,Cinkassé,Cinkassé 1,SPT Boadé,Banque,Utilisé,True,0.01245,11.11086
Plateaux,Moyen-Mono,Moyen-Mono 1,SPEC OIC Togo Tado,Micro-Finance,Utilisé,True,1.59303,7.14335
Plateaux,Agou,Agou 1,FUCEC Togo  COOPEC CFAE,Micro-Finance,Utilisé,True,0.71535,6.85106
Plateaux,Agou,Agou 1,CECAV Espoir,Micro-Finance,Utilisé,True,0.71854,6.84757
Plateaux,Agou,Agou 1,SPT Agou-gare,Banque,Utilisé,True,0.71638,6.84403
Plateaux,Akébou,Akébou 1,FECECAV Kougnohou,Micro-Finance,Néant,True,0.78919,7.65215
Plateaux,Akébou,Akébou 1,FUCEC Togo Kougnohou,Micro-Finance,Utilisé,True,0.79122,7.65474
Plateaux,Ogou,Ogou 2,SPEC OIC Akpare,Micro-Finance,Utilisé,True,1.32249,7.47279
Plateaux,Kloto,Kloto 3,CECAV Avenir de Kouma-adame,Micro-Finance,Utilisé,True,0.59637,6.97569
Plateaux,Kloto,Kloto 2,CECAV Lavie,Micro-Finance,Utilisé,True,0.67644,7.01057
Plateaux,Haho,Haho 4,Mutuelle Rhema,Micro-Finance,Utilisé,True,1.16107,7.17516
Plateaux,Kloto,Kloto 3,CECAV Avenir Tomégbé,Micro-Finance,Utilisé,True,0.55898,6.95429
Plateaux,Kloto,Kloto 1,IB Bank Togo,Banque,Utilisé,True,0.63448,6.92137
Plateaux,Kloto,Kloto 1,Sebaders Kpalime,Micro-Finance,Fermé,False,0.62085,6.92102
Savanes,Cinkassé,Cinkassé 1,NSIA Banque Cinkanssé,Banque,Néant,True,0.01756,11.10069
Plateaux,Haho,Haho 4,COOPEC Car-naolou,Micro-Finance,Utilisé,True,1.16444,7.17311
Plateaux,Haho,Haho 4,OIC-Togo,Micro-Finance,Utilisé,True,1.16566,7.17264
Plateaux,Haho,Haho 4,FECECAV Zongo,Micro-Finance,Utilisé,True,1.16543,7.17436
Plateaux,Kloto,Kloto 1,SOGEMEF Lomnava,Micro-Finance,Utilisé,True,0.63441,6.92153
Plateaux,Kloto,Kloto 1,MGPCC dekawowo,Micro-Finance,En construction,False,0.62419,6.91831
Plateaux,Kloto,Kloto 1,ECOBANK Fiakomé,Banque,Utilisé,True,0.63225,6.90705
Plateaux,Kloto,Kloto 1,COMEC Kpalime,Micro-Finance,Utilisé,True,0.62955,6.9131
Plateaux,Kloto,Kloto 1,SUNU Bank Kpalime,Banque,Utilisé,True,0.63249,6.91257
Plateaux,Kloto,Kloto 1,UTB Kpalime,Banque,Utilisé,True,0.63299,6.90682
Savanes,Cinkassé,Cinkassé 1,ORABANK Cinkanssé,Banque,Utilisé,True,0.02152,11.09737
Plateaux,Kloto,Kloto 1,CECAV Avenir Kpalimé,Micro-Finance,Utilisé,True,0.62608,6.91584
Plateaux,Anié,Anié 2,Pratfig,Micro-Finance,Utilisé,True,1.438,7.73808
Savanes,Tône,Tône 1,SUNU Bank Dapaong,Banque,Utilisé,True,0.19986,10.88376
Plateaux,Anié,Anié 1,COOPEC AD Anié,Micro-Finance,Utilisé,True,1.19361,7.75759
Plateaux,Anié,Anié 1,WAGES Anié,Micro-Finance,Utilisé,True,1.19323,7.75757
Savanes,Cinkassé,Cinkassé 1,COOPEC-SIFA de Languitaba,Micro-Finance,Utilisé,True,0.01055,11.10196
Plateaux,Anié,Anié 1,FUCEC Togo Anié,Micro-Finance,Utilisé,True,1.19333,7.76344
Savanes,Cinkassé,Cinkassé 1,BTCI Boadé,Banque,Utilisé,True,0.01247,11.11061
Plateaux,Anié,Anié 1,Assilassime Solidarité,Micro-Finance,Utilisé,True,1.19659,7.76358
Plateaux,Kloto,Kloto 1,COOPEC AD Kpalimé,Micro-Finance,Utilisé,True,0.63223,6.9078
Plateaux,Kloto,Kloto 1,ORABANK Kpalimé,Banque,Utilisé,True,0.63005,6.90107
Plateaux,Amou,Amou 2,COOPEC AD Amou Oblo,Micro-Finance,Utilisé,True,0.86918,7.39148
Plateaux,Amou,Amou 2,CECAV Fidélité Amou Oblo,Micro-Finance,Utilisé,True,0.86733,7.3882
Plateaux,Amou,Amou 2,MGPCCdekahoho,Micro-Finance,Utilisé,True,0.86746,7.3875
Plateaux,Amou,Amou 2,COOPEC Enyo Amou Oblo,Micro-Finance,Utilisé,True,0.86784,7.38826
Plateaux,Kpélé,Kpélé 1,UTB Tetsefi,Banque,Utilisé,True,0.73133,7.13204
Plateaux,Kpélé,Kpélé 1,FECECAV Wetsi,Micro-Finance,Utilisé,True,0.72889,7.12849
Savanes,Cinkassé,Cinkassé 2,Guichet de Sam-naba,Micro-Finance,Utilisé,True,0.16424,11.0671
Plateaux,Kpélé,Kpélé 1,COOPEC Enyo Tsèfi,Micro-Finance,Utilisé,True,0.73166,7.1332
Plateaux,Kpélé,Kpélé 2,FECECAV Hassoupe,Micro-Finance,Utilisé,True,0.74751,7.17226
Plateaux,Kpélé,Kpélé 2,COOPEC Enyo,Micro-Finance,Utilisé,True,0.80311,7.28201
Plateaux,Kpélé,Kpélé 1,Cooperative Mesona,Micro-Finance,Utilisé,True,0.73013,7.13799
Plateaux,Kpélé,Kpélé 2,FECECAV-fidelité,Micro-Finance,Utilisé,True,0.80065,7.27673
Plateaux,Haho,Haho 1,FECECAV Agence Notsé,Micro-Finance,Utilisé,True,1.16515,6.94946
Plateaux,Haho,Haho 1,URCLEC Agence Notsé,Micro-Finance,Utilisé,True,1.16881,6.95109
Plateaux,Haho,Haho 1,SPEC OIC-Togo Tegbe,Micro-Finance,Utilisé,True,1.17014,6.95416
Plateaux,Haho,Haho 1,COOPEC AD Notsé,Micro-Finance,Utilisé,True,1.17187,6.95337
Plateaux,Haho,Haho 1,FUCEC Togo Adimé,Micro-Finance,Utilisé,True,1.17116,6.94846
Plateaux,Haho,Haho 1,WAGES Notse,Micro-Finance,Utilisé,True,1.1689,6.94837
Plateaux,Haho,Haho 1,COECEPT Notsé,Micro-Finance,Utilisé,True,1.1749,6.94739
Plateaux,Haho,Haho 1,FINAM Notsé,Micro-Finance,Utilisé,True,1.17495,6.94699
Plateaux,Haho,Haho 1,CERCIF Notsé,Micro-Finance,Utilisé,True,1.17493,6.94684
Plateaux,Kpélé,Kpélé 1,CECAV Fidelite Bodzé,Micro-Finance,Utilisé,True,0.91045,7.08973
Plateaux,Haho,Haho 1,Rhema Notsé,Micro-Finance,Utilisé,True,1.16999,6.94854
Plateaux,Haho,Haho 1,UTB Notse,Banque,Utilisé,True,1.17345,6.94396
Plateaux,Haho,Haho 1,ORABANK Notse,Banque,Utilisé,True,1.16763,6.94866
Plateaux,Haho,Haho 1,SUNU Bank Notse,Banque,Utilisé,True,1.16879,6.94917
Plateaux,Haho,Haho 1,SPEC OIC Togo Hahomegbé,Micro-Finance,Utilisé,True,1.02688,6.93249
Plateaux,Anié,Anié 1,SUNU Bank Anié,Banque,Utilisé,True,1.19152,7.80818
Savanes,Tône,Tône 1,Banque Atlantique Kpegui,Banque,Utilisé,True,0.20303,10.86553
Plateaux,Anié,Anié 1,Banque Atlantique Anié,Banque,Utilisé,True,1.19268,7.76486
Plateaux,Anié,Anié 1,ORABANK Anié,Banque,Utilisé,True,1.193,7.75884
Plateaux,Agou,Agou 1,COOPEC CFAE,Micro-Finance,Utilisé,True,0.79652,6.79521
Plateaux,Ogou,Ogou 1,SPT Atakpame,Banque,Utilisé,True,1.12474,7.53261
Plateaux,Agou,Agou 1,CECAV Espoir Avetonou,Micro-Finance,Utilisé,True,0.79533,6.79603
Plateaux,Anié,Anié 1,UTB Anié,Banque,Utilisé,True,1.19341,7.76181
Plateaux,Haho,Haho 2,COOPEC AD Asrama,Micro-Finance,Utilisé,True,1.40593,7.00334
Plateaux,Haho,Haho 2,SPEC OIC Asrama,Micro-Finance,Utilisé,True,1.40365,7.00301
Plateaux,Agou,Agou 1,CECAV Espoir de Kati,Micro-Finance,Utilisé,True,0.84901,6.89052
Plateaux,Ogou,Ogou 1,Service Assurance COOPEC Novissi,Assurance,Utilisé,True,1.12878,7.52426
Plateaux,Ogou,Ogou 1,COOPEC Novissi de Lomnava,Micro-Finance,Utilisé,True,1.12875,7.52437
Plateaux,Ogou,Ogou 1,SPT Agbonou,Banque,Utilisé,True,1.14846,7.52439
Plateaux,Haho,Haho 1,GTA Assurance Notse,Assurance,Utilisé,True,1.17495,6.94705
Plateaux,Anié,Anié 1,COOPEC Ilema d'Assigamé,Micro-Finance,Utilisé,True,1.19353,7.76074
Plateaux,Ogou,Ogou 1,Caisse Nationale de Securite Sociale,Assurance,Néant,True,1.14157,7.51966
Plateaux,Ogou,Ogou 1,Fidelia Assurance Agbonou,Assurance,Néant,True,1.14689,7.51836
Plateaux,Ogou,Ogou 1,Institut Nationale d'Assurance Maladie,Assurance,Néant,True,1.15142,7.51323
Plateaux,Ogou,Ogou 1,Sanlam Agbonou,Assurance,Fermé,False,1.14932,7.52578
Plateaux,Ogou,Ogou 1,BIA Togo Togo,Banque,Utilisé,True,1.12185,7.53313
Plateaux,Ogou,Ogou 1,ECOBANK Houdou,Banque,Utilisé,True,1.12278,7.53157
Plateaux,Ogou,Ogou 1,Banque Atlantique Houdou,Banque,Utilisé,True,1.12213,7.53183
Plateaux,Ogou,Ogou 1,Microfinance dekawowo,Micro-Finance,Utilisé,True,1.12393,7.5302
Plateaux,Ogou,Ogou 1,NSIA Assurance Gnagna,Assurance,Utilisé,True,1.14101,7.51902
Plateaux,Ogou,Ogou 1,SUNU Bank Gnagna,Banque,Utilisé,True,1.13845,7.52243
Plateaux,Amou,Amou 1,Trésorerie d'Amlame,Micro-Finance,Utilisé,True,0.9061,7.46914
Plateaux,Danyi,Danyi 2,FECECAV Duamenyo Elavanyo,Micro-Finance,Utilisé,True,0.70554,7.28161
Savanes,Kpendjal-Ouest,Kpendjal-Ouest 2,UMECTO Papri,Micro-Finance,Utilisé,True,0.42381,10.99299
Savanes,Kpendjal-Ouest,Kpendjal-Ouest 2,FUCEC Togo Namondjoga,Micro-Finance,Fermé,False,0.39398,10.89379
Savanes,Tandjoaré,Tandjoaré 2,COOPEC SIFA de Nano,Micro-Finance,Utilisé,True,0.10843,10.70582
Savanes,Tandjoaré,Tandjoaré 2,CMECS Sikbaog,Micro-Finance,Utilisé,True,0.08356,10.63894
Savanes,Oti-Sud,Oti-Sud 1,SPT Kando,Banque,Utilisé,True,0.74254,10.32694
Savanes,Tandjoaré,Tandjoaré 2,COOPEC Nataan Agence de Nano,Micro-Finance,Utilisé,True,0.11325,10.70139
Savanes,Tandjoaré,Tandjoaré 2,Amis Financer des Pauvres,Micro-Finance,Utilisé,True,0.11068,10.70231
Savanes,Oti,Oti 1,COOPEC Lumiere Mango,Micro-Finance,Utilisé,True,0.46892,10.3516
Savanes,Cinkassé,Cinkassé 1,CEMEC Cinkanssé,Micro-Finance,Utilisé,True,0.02933,11.09668
Savanes,Tône,Tône 3,La Caisse Mutuelle d'epargne et de Credit de LoTogou,Micro-Finance,Utilisé,True,0.02503,10.7983
Savanes,Cinkassé,Cinkassé 1,V.I.Z.A- Togo,Micro-Finance,Utilisé,True,0.02525,11.09612
Savanes,Cinkassé,Cinkassé 1,COOPEC Lando,Micro-Finance,Utilisé,True,0.02115,11.09718
Savanes,Kpendjal-Ouest,Kpendjal-Ouest 1,COOPEC SIFA de Naki Est Centre,Micro-Finance,Utilisé,True,0.38463,10.72989
Savanes,Oti,Oti 1,ORABANK Mango,Banque,Utilisé,True,0.47547,10.35716
Savanes,Oti,Oti 2,FUCEC Togo Barkoissi,Micro-Finance,Autre,True,0.30194,10.55806
Savanes,Oti,Oti 1,COOPEC SIFA Mango,Micro-Finance,Utilisé,True,0.4693,10.34806
Savanes,Oti,Oti 1,UTB Mango,Banque,Utilisé,True,0.46937,10.3524
Savanes,Oti,Oti 2,COOPEC SIFA Barkoissi ,Micro-Finance,Utilisé,True,0.30549,10.55708
Savanes,Oti,Oti 2,U-CMECS Lantodim,Micro-Finance,Utilisé,True,0.30326,10.5556
Savanes,Kpendjal-Ouest,Kpendjal-Ouest 2,U-CMECS (union des Caisses Mutuelles D'epargne et de Crédit des Savanes),Micro-Finance,Utilisé,True,0.4358,10.95397
Savanes,Cinkassé,Cinkassé 1,Banque Atlantique Quartier Samango,Banque,Utilisé,True,0.01654,11.10257
Savanes,Cinkassé,Cinkassé 1,ECOBANK Cinkanssé,Banque,Néant,True,0.01625,11.10216
Savanes,Cinkassé,Cinkassé 1,CORIS Bank Cinkanssé ,Banque,Utilisé,True,0.0227,11.09705
Savanes,Cinkassé,Cinkassé 1,BOA Cinkanssé,Banque,Utilisé,True,0.02599,11.09635
Savanes,Cinkassé,Cinkassé 2,V.I.Z.A- Togo Natinga,Micro-Finance,Utilisé,True,0.11642,11.03596
Savanes,Tandjoaré,Tandjoaré 1,SPT Bombouaka,Banque,Utilisé,True,0.20761,10.69954
Savanes,Tandjoaré,Tandjoaré 1,UMECTO Bombouaka,Micro-Finance,Néant,True,0.2081,10.70013
Savanes,Tandjoaré,Tandjoaré 1,U-CMECS Tamou,Micro-Finance,Néant,True,0.17473,10.59632
Savanes,Tône,Tône 1,ORABANK Nassablé,Banque,Utilisé,True,0.20038,10.877
Savanes,Tône,Tône 1,Microfinance U-CMECS,Micro-Finance,Utilisé,True,0.19678,10.87544
Savanes,Tône,Tône 1,Incha Allah Finance,Micro-Finance,Location,True,0.19866,10.8702
Savanes,Tône,Tône 1,Microfinance AFP,Micro-Finance,Utilisé,True,0.20156,10.86974
Savanes,Tône,Tône 1,Direction COOPEC- SIFA,Micro-Finance,Utilisé,True,0.19992,10.86534
Savanes,Tône,Tône 1,UMECTO Napiengue,Micro-Finance,Utilisé,True,0.20346,10.86282
Savanes,Oti-Sud,Oti-Sud 1,U-CMECS Sagbiebou,Micro-Finance,Utilisé,True,0.64511,10.24595
Savanes,Oti-Sud,Oti-Sud 1,FUCEC Togo -Togo (COOPEC Lumière Agence Kando ),Micro-Finance,Utilisé,True,0.74503,10.33152
Savanes,Oti-Sud,Oti-Sud 1,COOPEC SIFA Gando Centre,Micro-Finance,Utilisé,True,0.74838,10.33392
Savanes,Tône,Tône 1,FUCEC Togo  COOPEC Lando,Micro-Finance,Utilisé,True,0.19356,10.88203
Savanes,Tône,Tône 1,COOPEC AD Dapaong,Micro-Finance,Utilisé,True,0.20621,10.86757
Savanes,Tône,Tône 1,CECAV Dapaong,Micro-Finance,Utilisé,True,0.20455,10.86211
Savanes,Oti,Oti 2,SPT Barkoissi,Banque,Utilisé,True,0.30455,10.55543
Savanes,Oti,Oti 1,SPT Mango,Banque,Utilisé,True,0.47198,10.35719
Savanes,Oti,Oti 1,Transfert d'argent Al-izza,Micro-Finance,Utilisé,True,0.47042,10.3542
Savanes,Oti-Sud,Oti-Sud 2,COOPEC SIFA Takpamba,Micro-Finance,Utilisé,True,0.57885,9.97087
Savanes,Tône,Tône 1,ECOBANK Dapaong,Banque,Utilisé,True,0.20213,10.86944
Savanes,Tône,Tône 1,BSIC Dapaong,Banque,Utilisé,True,0.20053,10.87648
Savanes,Tône,Tône 1,UTB Dapaong,Banque,Utilisé,True,0.20543,10.86078
Savanes,Tône,Tône 1,BTCI Worgou,Banque,Utilisé,True,0.20243,10.85013
Maritime,Golfe,Golfe 1,Direction générale Ecobank Togo,Banque,Utilise,True,1.25856,6.13598
Plateaux,Kloto,Kloto 1,FUCEC Kpalime,Micro-Finance,N/a,True,0.63341,6.91448
